37333,10,0,106.0,34.96298042215509,70.7,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
48037,10,1,104.0,35.6,69.2,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
77968,10,2,104.0,29.03515111033521,79.6,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
104142,10,3,104.0,35.048680431651064,75.7,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
116939,10,4,104.0,26.24804754643667,88.2,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
127044,10,5,101.0,5.139066063011839,92.3,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.6839513617225158,0.33,1.0,0.5866982696847007,1.0,0.5233929008101752,10.0,5.0,5.0
137526,10,6,104.0,25.02878343028282,84.6,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
147417,10,7,104.0,25.51176199324539,84.5,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,0.9191680632541952,0.33,1.0,0.66,10.0,5.0,5.0
163457,10,8,104.0,19.429101883514843,88.9,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
179038,10,9,103.0,12.371337841963577,89.5,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.6839513617225158,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
192852,10,10,104.0,10.131633629380802,92.5,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.6839513617225158,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
210657,10,11,104.0,24.220652344641753,86.6,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
223986,10,12,106.0,6.390618123468182,97.4,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.027145367813447563,1.0,0.33,1.0,0.66,10.0,5.0,5.0
235572,10,13,107.0,29.0,84.0,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
247660,10,14,104.0,28.870226878221793,83.1,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.40913005737654173,10.0,5.0,5.0
256026,10,15,108.0,5.81033561853358,100.2,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
264540,10,16,104.0,25.7285833267205,87.8,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
271756,10,17,107.0,30.805194367184246,91.2,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.5233929008101752,10.0,5.0,5.0
280666,10,18,102.0,4.294182110716778,94.4,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.6839513617225158,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
289606,10,19,109.0,7.720103626247513,96.0,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
